Student_ID,Age,Gender,Education_Level,Daily_Social_Media_Hours,Daily_AI_Tool_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Physical_Health_Score,Social_Isolation_Score,Burnout_Level,Academic_Performance_Score,Academic_Failure_Risk
STU_00270,24,Male,University,1.37,1.91,8.43,1.76,81.45,94.61,4.74,Low,91.98,0
STU_00271,23,Male,University,6.41,1.65,8.24,0.8,72.61,95.95,4.11,Moderate,99.89,0
STU_00272,18,Female,College,8.05,0.99,4.62,2.07,70.09,74.22,5.23,High,71.91,0
STU_00273,25,Female,University,6.67,3.57,5.67,0.43,82.22,91.1,4.73,High,71.57,0
STU_00274,15,Male,High School,6.19,3.52,4.63,1.79,70.21,82.69,3.61,Moderate,65.55,0
STU_00275,16,Non-binary,High School,6.83,2.49,5.25,2.72,69.3,75.25,4.43,Moderate,88.82,0
STU_00276,24,Male,University,0.0,4.19,5.42,1.8,70.55,96.78,3.45,Low,86.65,0
STU_00277,23,Female,University,8.8,2.52,4.65,0.0,51.16,76.38,6.56,High,81.18,0
STU_00278,16,Male,High School,2.52,3.08,7.59,0.77,67.5,87.04,4.5,Low,94.31,0
STU_00279,15,Male,High School,2.74,1.47,6.42,1.91,76.03,94.74,2.01,Low,95.43,0
STU_00280,22,Male,University,3.32,4.66,5.15,1.87,69.43,98.62,4.34,Low,72.39,0
STU_00281,15,Male,High School,3.61,2.79,9.09,2.1,79.23,82.92,3.0,Low,90.62,0
STU_00282,15,Female,High School,8.25,3.2,6.38,0.0,54.68,82.61,5.35,High,86.86,0
STU_00283,16,Female,High School,5.86,2.62,5.05,1.53,85.69,87.93,4.3,Low,85.57,0
STU_00284,19,Male,College,2.8,2.65,6.51,0.96,66.14,98.04,2.98,High,72.97,0
STU_00285,16,Female,High School,3.18,2.97,6.95,1.02,87.32,84.35,5.17,Low,87.16,0
STU_00286,21,Male,College,10.74,0.0,5.53,0.0,61.36,78.97,3.21,High,61.13,1
STU_00287,13,Female,High School,5.38,3.26,5.73,2.17,80.96,98.29,4.07,Low,99.55,0
STU_00288,20,Male,College,3.42,1.22,6.14,1.69,65.06,87.02,2.91,Moderate,87.73,0
STU_00289,19,Male,College,0.45,2.08,8.08,2.23,81.4,94.22,1.88,Low,99.31,0
STU_00290,14,Male,High School,0.31,1.32,8.09,2.7,82.67,98.39,1.64,Low,94.38,0
STU_00291,20,Female,College,1.71,4.0,5.63,0.34,59.83,88.44,3.71,Low,81.38,0
STU_00292,13,Female,High School,4.74,1.07,4.6,2.27,78.23,93.43,2.71,Moderate,82.28,0
STU_00293,23,Male,University,7.27,1.97,5.16,2.11,77.3,87.63,4.09,High,81.56,0
STU_00294,24,Male,University,6.04,1.33,7.97,0.75,76.2,93.58,4.11,Moderate,79.3,0
STU_00295,21,Male,College,7.44,1.16,5.92,2.1,72.64,81.25,3.81,Low,83.34,0
STU_00296,21,Female,College,5.91,1.19,6.08,0.87,82.42,90.41,2.51,Moderate,78.23,0
STU_00297,14,Female,High School,1.44,0.26,7.84,0.0,67.09,91.65,3.85,Moderate,97.84,0
STU_00298,19,Male,College,5.56,1.49,5.01,1.47,72.52,91.84,4.56,Moderate,71.83,0
STU_00299,22,Male,University,5.67,2.85,6.59,0.0,52.89,91.83,4.42,Moderate,77.79,0
STU_00300,15,Female,High School,4.2,0.86,6.33,1.13,80.7,99.59,4.34,Moderate,88.66,0
STU_00301,19,Male,College,3.74,2.73,6.05,2.98,76.99,90.81,3.61,Low,98.93,0
STU_00302,24,Male,University,4.13,3.45,5.46,1.03,55.66,91.66,3.5,Moderate,91.41,0
STU_00303,22,Male,University,0.63,2.25,8.64,3.26,80.35,98.18,3.39,Low,92.2,0
STU_00304,21,Male,College,1.17,0.36,7.48,0.86,63.41,97.78,3.58,Low,77.58,0
STU_00305,16,Female,High School,10.85,0.0,6.46,1.2,71.26,70.96,5.69,High,70.06,0
STU_00306,24,Female,University,1.37,3.96,6.49,1.76,83.96,87.1,3.48,Low,66.74,0
STU_00307,13,Male,High School,0.08,5.28,8.01,1.31,83.98,97.79,4.51,Low,81.03,0
STU_00308,14,Female,High School,2.7,5.04,8.0,1.1,77.98,98.64,4.25,Low,82.63,0
STU_00309,13,Male,High School,5.65,3.04,6.26,0.0,66.09,75.55,4.65,Moderate,91.12,0
STU_00310,24,Female,University,5.9,3.06,4.98,1.67,79.91,84.11,3.08,Moderate,74.34,0
STU_00311,17,Female,High School,1.94,2.11,7.75,2.63,81.51,97.77,2.61,Low,94.42,0
STU_00312,17,Female,High School,4.74,2.08,4.68,0.0,64.61,67.33,3.97,Moderate,83.11,0
STU_00313,23,Male,University,3.14,1.19,6.34,2.28,81.36,96.04,2.52,Low,84.59,0
STU_00314,19,Male,College,4.98,0.98,6.88,0.0,64.1,81.01,5.19,Moderate,95.58,0
STU_00315,21,Male,College,3.77,0.0,6.9,2.42,77.91,86.4,4.41,Low,81.76,0
STU_00316,21,Female,College,2.76,3.76,9.39,0.07,84.68,97.6,4.78,Low,78.79,0
STU_00317,15,Male,High School,2.88,3.49,7.24,1.49,59.37,88.5,4.77,Low,76.32,0
STU_00318,15,Female,High School,0.0,1.82,7.92,0.0,81.34,77.68,2.92,Low,97.64,0
STU_00319,15,Non-binary,High School,3.95,4.76,6.86,0.29,78.16,93.09,5.65,Low,84.79,0
STU_00320,16,Female,High School,4.31,6.52,6.12,2.62,65.03,90.64,3.15,Moderate,75.13,0
STU_00321,20,Female,College,0.98,0.0,7.92,2.13,77.3,91.85,1.96,Low,93.31,0
STU_00322,18,Male,College,3.66,3.52,6.71,1.85,84.66,89.58,3.43,High,67.15,0
STU_00323,20,Male,College,3.86,2.46,5.87,1.16,74.43,79.94,3.65,Moderate,97.59,0
STU_00324,13,Male,High School,0.0,5.4,8.87,1.72,66.48,99.61,3.48,Low,90.72,0
STU_00325,20,Female,College,2.57,1.56,6.71,3.09,81.47,90.12,3.34,Low,78.26,0
STU_00326,16,Male,High School,2.49,4.41,4.81,1.15,73.41,91.26,4.38,Moderate,80.84,0
STU_00327,23,Female,University,4.95,3.74,3.89,1.12,57.16,68.18,5.47,High,67.03,1
STU_00328,13,Male,High School,7.61,4.58,5.25,2.22,71.1,92.5,4.02,High,68.57,0
STU_00329,20,Male,College,4.62,1.2,7.02,1.09,69.25,86.23,3.14,Low,99.22,0
STU_00330,16,Female,High School,7.4,1.81,6.61,0.43,54.78,82.71,5.32,Low,89.01,0
STU_00331,18,Male,College,3.94,3.45,3.97,0.88,77.69,87.58,6.01,Low,71.63,0
STU_00332,20,Male,College,5.43,4.54,7.83,0.86,70.13,99.78,5.16,Moderate,72.95,0
STU_00333,16,Female,High School,4.67,2.9,6.84,0.0,55.96,80.03,4.29,Low,74.24,0
STU_00334,15,Male,High School,10.53,0.0,6.05,0.0,70.23,84.17,6.28,High,70.16,0
STU_00335,21,Male,College,4.12,4.63,7.4,1.13,68.37,97.48,4.17,Moderate,81.51,0
STU_00336,15,Male,High School,6.46,4.83,6.87,1.42,79.92,83.35,4.54,Low,78.44,0
STU_00337,21,Female,College,5.01,1.51,7.82,2.12,71.23,92.36,3.5,Low,83.52,0
STU_00338,25,Non-binary,University,7.31,4.03,5.14,0.0,60.3,53.27,5.39,High,76.21,0
STU_00339,14,Female,High School,6.08,3.39,6.99,2.8,75.69,98.64,5.15,Low,76.62,0
STU_00340,14,Male,High School,5.35,0.9,7.86,0.0,56.64,88.08,5.38,Low,61.53,0
STU_00341,14,Male,High School,1.65,4.1,6.95,2.28,72.34,90.25,4.21,Moderate,90.49,0
STU_00342,18,Male,College,1.87,2.42,6.67,1.39,79.73,98.94,2.7,Low,72.81,0
STU_00343,15,Non-binary,High School,2.96,0.06,7.26,1.07,77.51,92.46,5.35,Low,81.49,0
STU_00344,25,Male,University,3.77,4.12,7.28,0.0,80.81,91.02,3.81,Low,65.45,0
STU_00345,21,Male,College,4.78,6.31,7.29,0.91,74.93,74.69,5.53,Low,58.1,0
STU_00346,16,Female,High School,2.97,0.0,4.66,0.91,76.15,86.43,1.52,Moderate,87.69,0
STU_00347,13,Non-binary,High School,0.0,3.05,7.18,2.76,83.83,92.01,2.99,Low,90.63,0
STU_00348,16,Male,High School,7.07,2.98,6.41,0.11,56.59,76.87,6.03,Moderate,74.34,0
STU_00349,13,Male,High School,5.62,0.42,6.49,0.33,82.01,80.72,4.57,Moderate,68.02,0
STU_00350,17,Male,High School,4.65,4.35,6.49,1.63,79.43,73.94,3.54,Low,72.85,0
STU_00351,16,Male,High School,7.63,0.53,6.13,0.48,63.3,77.38,3.6,Moderate,85.17,0
STU_00352,20,Female,College,2.49,2.65,6.16,0.11,45.47,73.8,4.73,Low,92.15,0
STU_00353,20,Female,College,4.17,1.15,6.28,0.0,82.33,91.07,5.49,Low,88.17,0
STU_00354,19,Female,College,4.9,0.65,5.67,3.19,67.83,99.21,4.24,Low,51.19,0
STU_00355,15,Male,High School,3.46,3.17,6.13,1.47,66.81,80.01,3.8,Low,97.91,0
STU_00356,13,Male,High School,2.51,1.22,9.1,3.16,85.79,99.41,3.89,Low,93.31,0
STU_00357,13,Male,High School,6.69,4.8,6.86,1.24,58.0,91.07,5.7,High,76.46,0
STU_00358,24,Male,University,5.21,2.54,6.08,2.23,54.21,89.97,5.18,Moderate,78.14,0
STU_00359,23,Female,University,6.06,4.05,5.6,3.09,73.07,97.81,4.48,Moderate,73.73,0
STU_00360,15,Male,High School,2.44,3.94,6.9,2.5,74.39,98.18,4.57,Low,86.55,0
STU_00361,18,Male,College,6.57,4.64,5.31,2.9,71.94,99.34,4.39,Moderate,65.41,0
STU_00362,19,Male,College,2.94,1.98,8.66,3.04,83.38,98.93,3.16,Low,99.81,0
STU_00363,18,Male,College,5.12,2.28,7.01,0.05,77.82,94.97,3.96,Low,93.93,0
STU_00364,18,Male,College,9.45,0.9,4.2,0.62,65.83,77.51,3.62,High,49.09,1
STU_00365,18,Female,College,6.63,2.75,4.5,2.52,73.01,97.41,4.3,Low,71.37,0
STU_00366,25,Male,University,5.35,1.06,5.39,0.32,61.85,80.27,4.57,High,75.91,0
STU_00367,15,Female,High School,7.88,4.54,5.56,0.89,73.19,85.45,4.43,Moderate,55.88,0
STU_00368,18,Male,College,3.08,0.85,5.06,1.21,72.35,96.5,3.57,Low,85.99,0
STU_00369,20,Male,College,5.73,1.72,6.8,0.99,76.12,88.68,3.93,Low,99.1,0
STU_00370,23,Female,University,2.42,3.48,6.48,1.72,75.26,98.25,4.25,Low,94.11,0
STU_00371,23,Male,University,3.6,3.41,5.83,1.19,83.96,91.85,3.84,Low,75.91,0
STU_00372,14,Female,High School,8.48,0.44,6.35,0.1,83.2,75.05,5.2,Moderate,68.1,0
STU_00373,17,Male,High School,5.18,1.42,9.18,1.61,80.5,98.15,6.1,Low,76.24,0
STU_00374,13,Female,High School,8.02,1.95,5.24,0.72,80.21,92.07,3.85,High,71.8,0
STU_00375,24,Female,University,4.24,2.2,8.83,2.66,77.88,98.18,3.0,Low,90.57,0
STU_00376,13,Female,High School,7.55,2.85,5.62,0.73,86.28,78.53,6.89,Low,66.31,0
STU_00377,17,Female,High School,4.63,3.86,5.71,1.86,75.08,92.47,3.43,Low,58.57,0
STU_00378,24,Female,University,4.83,2.25,5.77,0.85,86.98,97.27,5.03,Moderate,69.61,0
STU_00379,25,Male,University,4.56,2.67,7.78,0.0,80.23,92.9,3.83,Low,82.83,0
STU_00380,15,Female,High School,5.4,1.09,6.55,1.79,52.51,96.2,3.66,Moderate,91.22,0
STU_00381,16,Female,High School,3.85,5.2,5.95,3.29,84.44,96.27,3.73,Low,61.17,0
STU_00382,15,Male,High School,1.03,3.24,4.04,1.6,77.93,86.76,4.35,Low,82.88,0
STU_00383,13,Male,High School,4.41,1.99,4.94,1.9,71.77,88.16,4.66,Low,56.91,0
STU_00384,13,Female,High School,4.83,4.71,7.53,1.32,74.79,99.0,3.67,Low,80.47,0
STU_00385,24,Female,University,8.59,3.17,7.43,0.81,73.87,78.11,4.72,Moderate,79.39,0
STU_00386,24,Male,University,0.0,2.9,8.88,3.31,86.76,98.25,2.41,Low,97.78,0
STU_00387,25,Female,University,8.54,2.51,4.73,1.73,48.6,76.96,5.47,High,79.19,0
STU_00388,17,Male,High School,7.12,4.33,6.7,0.64,71.43,84.64,4.17,High,75.94,0
STU_00389,18,Male,College,6.21,5.4,5.02,0.0,60.7,76.4,5.33,Moderate,67.35,0
STU_00390,15,Female,High School,4.89,4.3,7.87,3.35,76.43,99.71,2.73,Low,75.0,0
STU_00391,24,Male,University,1.95,2.56,7.93,1.57,79.46,97.64,4.03,Low,97.36,0
STU_00392,21,Female,College,9.38,4.91,5.8,1.85,69.49,81.26,6.38,High,59.71,1
STU_00393,17,Male,High School,7.59,2.03,4.96,0.0,59.51,74.54,2.99,High,83.7,0
STU_00394,20,Male,College,5.13,0.91,8.14,0.0,71.45,83.71,3.86,Low,90.62,0
STU_00395,25,Male,University,5.21,3.96,6.53,0.0,73.61,69.01,5.36,Moderate,84.27,0
STU_00396,13,Female,High School,4.23,5.09,7.16,1.92,78.89,95.39,3.69,Moderate,64.2,0
STU_00397,17,Male,High School,5.99,2.5,4.59,0.32,69.19,73.33,3.22,Moderate,80.4,0
STU_00398,15,Male,High School,4.39,5.47,4.88,0.0,57.08,79.68,6.15,Moderate,51.01,0
STU_00399,24,Male,University,5.27,0.0,6.16,1.1,65.87,74.77,5.1,Moderate,61.98,0
STU_00400,13,Male,High School,5.59,2.33,9.94,0.99,80.8,93.1,4.09,Moderate,78.61,0
STU_00401,16,Male,High School,10.58,0.96,4.27,1.8,68.94,76.21,4.35,High,65.4,0
STU_00402,25,Male,University,2.22,0.93,6.49,1.17,70.51,93.44,3.52,Low,87.51,0
STU_00403,17,Female,High School,4.9,2.44,6.15,2.72,80.24,88.34,3.22,Low,93.33,0
STU_00404,19,Male,College,7.34,5.43,7.24,1.99,70.95,94.11,4.26,Moderate,81.37,0
STU_00405,13,Female,High School,6.57,4.87,6.4,0.0,68.71,65.56,5.89,Moderate,76.63,0
STU_00406,15,Female,High School,6.19,5.01,4.21,3.13,68.03,92.42,5.28,Severe,77.36,1
STU_00407,14,Male,High School,11.72,3.22,4.76,2.3,84.42,71.3,5.9,High,53.33,1
STU_00408,21,Male,College,7.22,1.98,5.63,0.81,82.17,71.65,4.55,High,75.56,0
STU_00409,22,Female,University,2.94,3.1,4.93,2.57,73.01,81.98,3.1,Low,74.39,0
STU_00410,18,Female,College,2.65,0.0,7.11,3.63,75.48,98.02,3.13,Low,72.3,0
STU_00411,22,Male,University,4.4,5.28,6.63,2.04,79.68,97.35,2.91,Low,64.83,0
STU_00412,15,Female,High School,3.41,0.0,8.27,1.31,78.38,99.92,2.64,Low,88.12,0
STU_00413,20,Male,College,4.7,2.27,7.17,1.18,70.82,87.88,4.44,Low,92.32,0
STU_00414,20,Male,College,5.34,2.5,5.03,0.0,69.26,74.78,4.33,High,64.42,0
STU_00415,14,Male,High School,5.18,4.02,6.12,2.39,48.91,67.38,4.07,Low,72.91,0
STU_00416,18,Female,College,0.0,3.29,9.28,2.32,65.35,85.41,2.53,Low,90.16,0
STU_00417,19,Female,College,2.61,3.41,7.24,0.83,80.17,98.31,4.39,Moderate,70.58,0
STU_00418,14,Female,High School,6.29,0.0,7.12,0.0,64.13,82.72,5.48,Moderate,91.59,0
STU_00419,23,Male,University,8.61,2.2,4.99,0.0,58.53,88.61,5.55,Severe,60.55,1
STU_00420,22,Female,University,3.49,1.36,6.1,0.41,80.31,81.8,4.13,Low,70.98,0
STU_00421,14,Male,High School,3.5,2.77,5.7,1.29,71.9,62.86,4.89,Moderate,85.21,0
STU_00422,22,Female,University,4.28,2.26,6.67,2.03,59.72,84.55,4.81,Low,96.44,0
STU_00423,13,Male,High School,8.81,2.9,6.09,2.27,78.02,88.39,5.13,High,87.28,0
STU_00424,20,Male,College,4.63,0.35,6.92,2.06,73.27,97.44,3.21,Low,64.75,0
STU_00425,13,Male,High School,0.0,2.68,8.54,3.0,82.82,97.29,3.64,Low,80.98,0
STU_00426,21,Female,College,8.97,5.65,5.81,0.98,63.57,77.75,4.77,High,65.7,1
STU_00427,23,Male,University,6.23,6.33,3.53,0.96,70.56,99.14,5.08,Moderate,77.98,0
STU_00428,18,Male,College,1.27,4.93,6.28,1.59,68.81,83.86,3.61,Low,78.55,0
STU_00429,19,Male,College,3.22,0.0,6.87,0.0,78.37,85.92,5.05,Low,84.56,0
STU_00430,25,Non-binary,University,2.51,1.98,6.28,2.6,81.63,90.5,2.54,Low,73.57,0
STU_00431,22,Female,University,3.98,1.6,6.48,0.46,80.53,98.78,3.7,Low,84.87,0
STU_00432,19,Female,College,8.22,2.78,5.19,0.27,62.39,86.1,6.28,Severe,81.8,1
STU_00433,22,Male,University,0.0,4.89,8.52,1.15,61.39,80.88,5.69,Low,82.0,0
STU_00434,15,Male,High School,3.64,2.42,5.1,3.32,76.36,91.55,3.12,Low,84.5,0
STU_00435,14,Female,High School,4.78,0.85,5.1,0.12,60.09,94.1,4.0,Low,90.47,0
STU_00436,21,Male,College,4.33,4.59,4.54,1.25,76.27,97.24,3.62,Moderate,51.56,0
STU_00437,20,Male,College,2.51,3.17,7.74,1.24,64.2,88.36,4.79,Low,89.77,0
STU_00438,25,Male,University,7.47,3.89,4.15,0.49,65.89,68.89,5.29,Moderate,54.59,0
STU_00439,24,Female,University,4.1,4.32,7.11,2.01,76.16,85.06,5.41,Moderate,99.72,0
STU_00440,22,Male,University,3.78,1.89,6.58,0.0,70.14,91.07,3.8,Low,80.49,0
STU_00441,19,Female,College,5.37,0.37,6.34,2.62,72.92,98.59,3.15,Low,67.27,0
STU_00442,21,Female,College,3.8,2.89,7.12,1.25,79.82,90.88,4.11,Moderate,92.87,0
STU_00443,16,Male,High School,3.12,1.88,8.9,1.41,79.62,97.54,3.03,Low,77.49,0
STU_00444,25,Male,University,2.19,2.63,5.44,2.8,69.19,99.47,3.09,Low,54.72,0
STU_00445,16,Non-binary,High School,9.98,5.05,4.64,2.03,76.84,75.89,6.12,Low,66.85,0
STU_00446,13,Female,High School,6.48,2.86,4.35,0.33,57.58,97.12,4.8,Severe,90.52,1
STU_00447,20,Female,College,3.54,5.81,6.62,0.0,60.79,95.23,3.75,Moderate,65.74,0
STU_00448,24,Female,University,7.68,3.03,5.43,0.94,71.74,88.6,4.51,Moderate,65.61,0
STU_00449,15,Male,High School,5.81,1.99,5.11,0.87,76.3,86.3,5.48,Moderate,83.32,0
STU_00450,19,Female,College,4.6,0.23,6.23,0.43,75.17,83.38,4.45,Low,83.85,0
STU_00451,24,Male,University,1.93,2.9,5.69,1.74,77.0,98.53,4.53,Low,91.97,0
STU_00452,14,Female,High School,2.43,0.85,8.02,1.87,81.8,97.47,3.17,Low,72.14,0
STU_00453,14,Female,High School,6.92,3.46,3.74,0.64,61.15,76.17,5.54,High,67.94,1
STU_00454,19,Female,College,6.38,2.3,8.03,1.33,72.31,94.36,4.29,Moderate,72.89,0
STU_00455,18,Female,College,1.07,2.24,8.75,2.78,88.16,92.75,2.8,Low,80.12,0
STU_00456,15,Female,High School,3.48,2.65,5.68,3.23,86.87,98.04,3.14,Low,93.09,0
STU_00457,21,Male,College,6.2,2.92,6.63,0.16,76.41,93.34,3.05,High,78.27,0
STU_00458,22,Female,University,7.28,2.44,9.06,2.24,80.66,72.94,5.01,Low,76.83,0
STU_00459,25,Male,University,5.79,6.35,6.28,0.66,63.6,99.3,6.7,Moderate,58.55,0
STU_00460,18,Female,College,3.36,1.11,5.67,0.15,56.98,92.3,4.67,Low,88.49,0
STU_00461,22,Male,University,5.09,4.34,7.43,1.9,79.85,86.61,4.82,Low,69.72,0
STU_00462,22,Male,University,3.97,4.76,7.12,0.14,70.16,79.93,4.3,Low,77.13,0
STU_00463,18,Female,College,5.45,0.51,5.37,0.0,72.24,85.07,4.88,Moderate,62.29,0
STU_00464,13,Non-binary,High School,8.2,2.6,4.93,0.56,77.62,96.42,6.74,Moderate,85.57,0
STU_00465,16,Male,High School,2.54,3.14,6.55,0.64,76.3,85.21,3.32,Low,93.25,0
STU_00466,22,Female,University,5.2,2.81,8.41,1.33,76.98,95.58,5.43,Low,85.19,0
STU_00467,18,Female,College,4.26,2.74,5.22,1.34,61.52,81.81,5.43,Moderate,81.41,0
STU_00468,18,Female,College,3.84,3.63,6.18,2.14,76.04,98.66,2.45,Moderate,77.19,0
STU_00469,23,Male,University,4.15,0.0,8.88,0.0,73.28,92.81,4.28,Low,82.09,0
STU_00470,24,Female,University,7.78,2.32,5.52,0.57,75.89,84.91,6.33,Low,92.37,0
STU_00471,17,Female,High School,5.95,1.74,7.7,0.0,78.71,76.5,4.59,Moderate,78.58,0
STU_00472,13,Male,High School,3.3,1.21,6.72,1.72,59.48,92.45,4.19,Moderate,66.04,0
STU_00473,20,Female,College,6.12,4.08,8.05,2.09,78.46,98.35,2.86,Moderate,84.37,0
STU_00474,17,Female,High School,3.1,4.36,7.85,0.96,75.38,98.24,4.88,Low,69.3,0
STU_00475,24,Female,University,0.03,4.55,7.24,0.84,74.05,98.6,4.22,Low,82.33,0
STU_00476,24,Male,University,0.0,4.03,6.99,0.17,78.6,94.67,5.23,Low,70.92,0
STU_00477,24,Male,University,5.75,0.35,5.51,2.57,63.87,73.68,2.9,Moderate,58.12,0
STU_00478,17,Female,High School,3.79,2.76,4.57,2.26,66.15,94.51,4.13,Moderate,91.97,0
STU_00479,19,Male,College,6.99,4.5,5.98,1.86,52.36,81.24,5.23,Low,73.07,0
STU_00480,16,Female,High School,5.47,0.0,7.2,1.95,76.13,82.72,3.47,Low,71.51,0
STU_00481,18,Male,College,5.15,5.43,7.15,1.41,70.59,94.35,4.67,Moderate,72.41,0
STU_00482,25,Male,University,3.37,0.24,9.67,3.72,85.37,98.72,3.57,Low,94.93,0
STU_00483,16,Male,High School,5.8,0.9,4.9,2.0,71.4,83.56,4.23,Low,56.81,0
STU_00484,15,Female,High School,8.38,3.88,5.69,0.23,79.31,81.24,4.56,Moderate,65.1,0
STU_00485,19,Male,College,0.0,6.01,7.46,0.0,75.48,98.31,4.35,Low,97.28,0
STU_00486,20,Female,College,4.13,0.82,5.59,0.0,61.05,85.25,4.25,Moderate,68.7,0
STU_00487,16,Female,High School,7.86,1.09,6.89,0.5,80.89,77.32,4.38,Moderate,85.83,0
STU_00488,25,Female,University,1.64,4.76,7.14,2.1,85.18,90.31,4.5,Low,76.07,0
STU_00489,14,Female,High School,4.83,2.8,6.03,2.26,79.87,93.93,3.9,Low,83.46,0
STU_00490,24,Male,University,2.79,2.05,5.06,1.04,80.0,91.82,3.38,Low,74.36,0
STU_00491,22,Male,University,3.83,2.88,6.56,0.0,78.76,74.52,3.55,Moderate,84.09,0
STU_00492,15,Male,High School,0.07,6.43,7.37,0.0,67.8,97.1,4.25,Low,69.43,0
STU_00493,13,Female,High School,6.96,3.89,3.9,0.93,63.23,86.16,6.35,Severe,70.07,1
STU_00494,20,Female,College,4.88,3.14,6.04,1.29,66.63,76.83,4.8,Low,90.57,0
STU_00495,15,Male,High School,0.89,3.54,6.61,0.0,78.35,78.84,4.77,Low,83.14,0
STU_00496,24,Male,University,5.55,3.25,7.44,1.08,65.82,85.1,3.27,Low,65.54,0
STU_00497,22,Female,University,5.02,4.14,4.99,2.2,55.27,67.0,5.05,Moderate,56.6,0
STU_00498,19,Male,College,2.78,1.35,7.52,1.45,87.24,91.31,3.1,Low,98.56,0
STU_00499,22,Female,University,9.42,2.38,6.61,0.75,66.86,81.66,6.27,Moderate,74.45,0
STU_00500,17,Male,High School,5.79,2.46,6.59,1.36,66.33,75.27,5.53,Low,81.06,0
STU_00501,22,Non-binary,University,7.73,0.83,7.33,1.47,72.73,87.37,4.3,Low,76.07,0
STU_00502,17,Male,High School,4.1,0.52,9.27,0.36,84.85,98.7,2.68,Low,89.95,0
STU_00503,19,Male,College,0.44,5.01,8.08,3.25,79.49,99.49,3.59,Low,72.85,0
STU_00504,21,Male,College,0.0,3.78,6.58,2.18,77.35,89.38,3.38,Low,78.69,0
STU_00505,24,Male,University,1.97,5.68,7.35,1.39,77.53,99.87,3.84,Low,72.46,0
STU_00506,17,Male,High School,7.87,3.41,7.37,0.97,72.2,92.93,4.17,Low,86.0,0
STU_00507,13,Male,High School,3.23,3.08,5.78,0.79,72.33,82.1,3.67,Low,80.16,0
STU_00508,22,Female,University,7.1,2.13,6.96,2.66,72.96,90.9,4.12,Low,67.02,0
STU_00509,22,Male,University,1.58,4.31,7.11,2.96,71.4,99.9,3.08,Low,86.67,0
STU_00510,13,Female,High School,2.84,0.21,7.76,1.33,78.54,82.98,4.36,Low,97.59,0
STU_00511,14,Male,High School,3.2,3.05,5.06,1.91,77.87,92.86,2.28,Low,72.37,0
STU_00512,18,Female,College,5.06,4.16,6.15,3.69,87.26,99.19,3.47,Low,72.23,0
STU_00513,21,Female,College,1.12,2.35,6.34,2.01,81.44,97.01,4.73,Low,91.61,0
STU_00514,20,Male,College,2.51,3.29,7.14,0.0,85.64,88.39,5.02,Low,71.13,0
STU_00515,25,Male,University,3.92,5.35,7.26,2.03,52.49,99.76,2.91,Low,66.58,0
STU_00516,17,Male,High School,1.14,2.09,4.96,0.0,71.84,72.49,4.94,Low,96.05,0
STU_00517,13,Male,High School,0.1,3.26,7.61,0.36,82.6,88.75,3.22,Low,95.93,0
STU_00518,25,Female,University,4.57,4.34,8.17,1.03,63.58,79.7,3.63,Moderate,76.17,0
STU_00519,19,Female,College,1.18,1.93,8.95,1.7,87.11,97.95,2.53,Low,98.95,0
STU_00520,17,Female,High School,7.54,0.56,8.22,2.2,78.86,89.08,2.85,Low,79.24,0
STU_00521,18,Female,College,7.61,3.81,6.99,3.31,77.53,98.4,3.73,Low,60.77,0
STU_00522,25,Non-binary,University,3.04,2.71,8.36,1.5,71.4,98.75,3.88,Low,85.83,0
STU_00523,19,Female,College,6.01,2.45,5.91,1.39,76.71,83.15,4.08,Low,77.61,0
STU_00524,15,Female,High School,4.67,2.81,6.47,1.94,78.09,98.51,3.25,Low,78.31,0
STU_00525,24,Female,University,7.17,0.37,4.57,0.0,47.2,76.03,5.32,Moderate,75.35,0
STU_00526,22,Male,University,3.35,2.05,6.19,0.2,61.96,99.18,3.48,Low,93.58,0
STU_00527,15,Male,High School,5.78,3.79,7.33,0.44,59.23,93.87,4.53,Moderate,67.94,0
STU_00528,17,Female,High School,5.28,2.5,7.11,0.97,81.66,81.94,3.94,Low,84.36,0
STU_00529,18,Male,College,5.15,1.57,3.49,0.0,71.62,49.98,6.03,Moderate,82.75,0
STU_00530,21,Male,College,2.96,1.17,7.06,0.83,79.72,95.23,3.84,Low,77.46,0
STU_00531,25,Male,University,7.46,2.99,5.53,1.5,55.25,95.96,7.28,Low,62.86,0
STU_00532,24,Male,University,3.48,4.01,6.27,1.92,74.34,95.23,3.94,Low,55.31,0
STU_00533,17,Female,High School,3.46,4.35,8.31,0.56,85.9,81.23,5.4,Low,66.64,0
STU_00534,13,Male,High School,2.7,1.5,5.67,0.29,62.03,76.6,4.27,Moderate,65.74,0
STU_00535,16,Female,High School,2.85,5.42,5.43,0.0,61.42,78.24,4.89,Low,76.0,0
STU_00536,17,Female,High School,3.9,2.7,8.75,1.71,78.87,98.34,2.11,Low,82.83,0
STU_00537,24,Male,University,5.62,0.0,6.45,1.37,65.97,52.29,4.66,Low,70.22,0
STU_00538,22,Female,University,6.46,2.71,7.49,0.24,78.76,74.64,4.12,Moderate,74.24,0
STU_00539,22,Female,University,4.82,0.69,6.92,0.0,70.7,78.09,4.31,Low,66.45,0
STU_00540,17,Male,High School,8.04,3.24,6.09,1.46,67.47,92.89,5.0,Moderate,75.75,0
